,longitude,latitude,status_group
35477,32.87615534,-8.90028232,functional
35478,39.31940025,-6.99766433,non functional
35479,37.03941893,-3.33538633,non functional
35480,35.43542557,-2.04260229,functional
35481,38.40357136,-4.6290347,functional
35482,35.60459594,-2.50572217,functional needs repair
35483,34.077426692028794,-5.706032659626431,functional needs repair
35484,34.62403466,-4.09317136,functional needs repair
35485,36.98281521,-3.14549738,functional
35486,37.28179081,-3.21907631,functional
35487,36.09442919,-7.56472244,functional
35488,32.10044534,-2.38770607,functional
35489,36.90790738,-3.38419823,functional
35490,38.7738913,-4.75809956,functional
35491,33.46614414,-3.39982953,functional
35492,37.36400838,-6.37576088,functional
35493,30.95421827,-1.64805484,non functional
35494,38.29034643,-4.89521957,non functional
35495,38.35633446,-6.6403162,functional
35496,33.7470702,-9.57150327,functional
35497,38.99159979,-6.80196479,non functional
35498,37.57118297,-10.85701011,functional
35499,33.35628233,-4.02166987,functional
35500,30.30336941,-4.9972887,functional
35501,32.03479,-8.5178566,functional
35502,37.27657788,-3.2062181,functional
35503,39.06908318,-7.77703417,functional
35504,35.00932627,-6.469685299999999,functional
35505,38.12881425,-4.95962589,functional
35506,38.7903281,-5.11154089,functional
35507,34.84019664,-5.75408274,functional
35508,33.95367081,-9.42938774,functional
35509,34.94997584,-8.90628731,functional
35510,33.76049345,-8.94206491,functional
35511,31.52057905,-8.29454085,non functional
35512,34.67199914,-9.32687224,functional
35513,38.76986833,-4.75332103,functional
35514,33.05438176,-2.45443815,non functional
35515,32.92935549,-2.62215939,non functional
35516,34.67948828,-1.82923816,non functional
35517,31.20986263,-8.37650721,non functional
35518,35.89970051,-4.63444522,non functional
35519,33.34751473,-9.20103821,non functional
35520,36.89611443,-7.8329146,functional
35521,30.60022498,-4.49311798,functional
35522,34.77229149,-9.1518189,functional
35523,33.39425627,-2.86917833,functional
35524,30.69529951,-2.68965854,functional
35525,34.70278381,-4.29276008,functional
35526,38.99741789,-8.53860207,non functional
35527,30.3448709,-4.38050171,functional
35528,35.86203165,-4.94639098,functional
35529,34.92871925,-4.72995486,functional needs repair
35530,38.2839842,-4.6597669,functional needs repair
35531,38.00483186,-4.26857306,functional
35532,37.41858051,-3.29164785,functional needs repair
35533,31.18646313,-7.469999400000001,functional
35534,34.21710989,-8.73251767,functional
35535,33.4958295,-3.62605699,functional
35536,34.38765285,-9.59436576,functional
35537,33.87680016,-9.58432706,non functional
35538,32.99501259,-8.38585887,functional
35539,37.02472765,-7.63823175,functional
35540,37.31886316,-3.37349449,functional
35541,36.81881643,-3.49207628,non functional
35542,31.81757803,-7.86336771,non functional
35543,29.79371806,-5.32838918,functional needs repair
35544,38.86751612,-4.82479484,functional
35545,36.57557906,-8.09450928,non functional
35546,39.42339923,-10.83002305,functional
35547,33.2646929,-2.55267235,non functional
35548,37.68369155,-6.01900512,non functional
35549,35.04694637,-9.29207988,functional
35550,36.92463024,-3.2566105,functional
35551,32.11296113,-3.35226911,functional
35552,33.58774617,-2.93926973,functional
35553,37.12741936,-3.17930183,functional
35554,36.01688123,-7.286883299999999,functional
35555,36.63996871,-3.22458374,functional
35556,34.1560261,-3.10492085,functional
35557,37.6085994,-3.1322587000000004,non functional
35558,33.92688733,-9.5335851,non functional
35559,34.0927452,-3.06974659,functional
35560,34.077426692028794,-5.706032659626431,functional needs repair
35561,31.26602011,-7.58602955,functional
35562,35.89215705,-4.29808836,functional
35563,29.90484523,-4.85870433,non functional
35564,33.69494513,-9.22268477,functional
35565,35.83309022,-3.96689235,non functional
35566,36.36103103,-8.78433587,functional
35567,30.99637102,-2.75841033,non functional
35568,37.55954721,-3.54122082,functional
35569,36.92207492,-3.35207438,functional
35570,29.65714132,-4.825065900000001,non functional
35571,35.88959858,-3.38094498,functional
35572,38.30645081,-6.56444038,functional
35573,38.65492262,-10.66538835,non functional
35574,34.077426692028794,-5.706032659626431,non functional
35575,35.75288362,-2.13878776,functional
35576,38.46629752,-5.26179218,functional
35577,37.31692655,-3.60811827,functional
35578,33.13508755,-2.71790659,non functional
35579,33.09606968,-3.35486608,non functional
35580,37.50100937,-6.29325382,functional
35581,38.17799796,-6.83525805,non functional
35582,37.23998243,-11.00588566,functional needs repair
35583,32.77663461,-5.70898428,non functional
35584,37.13753717,-6.78058644,functional
35585,38.94025869,-6.51173423,functional
35586,34.077426692028794,-5.706032659626431,functional needs repair
35587,31.8459132,-1.11247122,non functional
35588,36.71658087,-2.53479391,functional
35589,35.69621378,-5.62374453,non functional
35590,37.60088072,-3.1824287,functional
35591,39.09376666,-6.63969469,functional
35592,31.16600428,-5.15974472,non functional
35593,33.74189403,-9.57094371,functional
35594,38.84729281,-10.37592981,non functional
35595,34.41316296,-1.7702848999999998,non functional
35596,36.82639295,-3.30794519,non functional
35597,33.53869473,-9.17587339,functional
35598,37.20767688,-3.23814013,non functional
35599,34.68206432,-10.12638634,functional
35600,34.02898256,-1.90111882,functional
35601,34.22118246,-9.36426416,functional
35602,35.58312877,-7.91363607,functional
35603,38.33220634,-6.45764802,functional
35604,37.29411762,-3.20952219,non functional
35605,34.20885711,-3.17954297,functional needs repair
35606,34.71156951,-1.69133451,non functional
35607,32.35387157,-2.50960622,non functional
35608,34.077426692028794,-5.706032659626431,functional
35609,35.63631133,-6.92596694,non functional
35610,34.37838791,-8.76776552,functional
35611,37.44820133,-6.37359935,non functional
35612,31.95331716,-3.22939443,functional
35613,38.35622484,-6.37701849,non functional
35614,31.64756142,-8.11246804,non functional
35615,39.01012375,-6.49504206,functional
35616,34.077426692028794,-10.46120416,functional
35617,34.63703869,-9.10547905,functional
35618,34.44636436,-9.19550792,functional
35619,37.64055918,-3.24957415,functional needs repair
35620,33.890415399999995,-4.21967513,non functional
35621,30.38650622,-5.60171153,non functional
35622,36.84214897,-3.48995742,functional
35623,36.87399544,-7.89437827,functional
35624,31.73987326,-2.93210196,non functional
35625,39.24003475,-7.05170012,non functional
35626,30.20608805,-4.49453258,functional
35627,37.34303403,-3.27671986,functional
35628,30.28731249,-4.57180957,non functional
35629,34.98338791,-8.83070676,functional
35630,34.66118107,-5.16797256,non functional
35631,33.08173191,-3.31660157,non functional
35632,40.14405274,-10.44582557,non functional
35633,37.52389262,-6.93449585,non functional
35634,36.70397376,-3.33751113,non functional
35635,31.63204585,-1.70455278,non functional
35636,34.9546954,-8.86811479,functional
35637,32.79280417,-5.08453516,non functional
35638,34.75207326,-8.64043191,non functional
35639,30.60172068,-2.49749631,non functional
35640,33.03222785,-9.09609168,functional
35641,31.74026367,-1.47344135,functional
35642,32.65746275,-8.8010898,non functional
35643,39.3346221,-7.05556305,non functional
35644,35.85846971,-4.6553026,functional
35645,30.52813721,-3.5478077000000003,functional
35646,30.23253985,-4.18000949,non functional
35647,33.07237406,-4.82875976,non functional
35648,32.38680482,-4.017228500000001,non functional
35649,37.89585411,-4.34871576,functional needs repair
35650,37.18631372,-3.22578115,functional
35651,35.0049526,-9.10843989,functional
35652,32.94695769,-9.15850848,functional
35653,34.03965491,-2.02964537,non functional
35654,30.65030472,-2.53921076,functional
35655,33.01468107,-2.48560867,functional needs repair
35656,31.74075175,-8.53241512,non functional
35657,33.80667943,-9.11355395,functional
35658,36.66647957,-3.33989753,non functional
35659,37.77842505,-3.72616851,non functional
35660,31.64046747,-8.11101262,non functional
35661,34.077426692028794,-5.706032659626431,functional needs repair
35662,32.02141388,-4.00431309,functional
35663,32.97930147,-2.54492061,functional
35664,39.98547209,-10.28632113,functional
35665,31.8324675,-1.09424001,functional needs repair
35666,37.53460857,-3.37603039,non functional
35667,39.16427768,-7.04317659,non functional
35668,37.77789131,-7.065214599999999,functional needs repair
35669,33.24842544,-2.77300229,functional
35670,34.87167122,-4.91729761,non functional
35671,37.10565156,-3.18692407,functional
35672,37.53652573,-6.26452773,functional
35673,34.077426692028794,-5.706032659626431,non functional
35674,32.9936827,-2.49454559,functional
35675,34.39162519,-1.77837389,functional
35676,34.99904117,-9.09083322,non functional
35677,36.68174685,-8.72987364,functional
35678,38.96934705,-10.82566593,non functional
35679,30.2054105,-4.49840068,functional
35680,37.05747112,-3.06786072,functional
35681,35.66497934,-10.23924816,functional
35682,30.58434292,-3.68440243,non functional
35683,36.82146548,-10.60251558,functional
35684,34.95584941,-9.35336149,functional
35685,31.64208157,-1.56107286,non functional
35686,36.75792005,-7.31371021,functional
35687,36.32804043,-6.74609451,non functional
35688,38.95898898,-8.54935439,functional needs repair
35689,36.47977782,-2.48753622,non functional
35690,35.06316595,-7.9177755,non functional
35691,31.53453982,-1.80270645,non functional
35692,35.94807089,-10.54681861,non functional
35693,34.077426692028794,-5.706032659626431,functional needs repair
35694,35.94820248,-10.63204507,functional
35695,32.95841904,-2.68671613,non functional
35696,30.7407338,-2.46097231,non functional
35697,37.41953352,-3.32011624,functional needs repair
35698,39.01155705,-5.375328,functional
35699,39.02726423,-10.9064296,functional
35700,38.43042159,-4.3958814,non functional
35701,32.5513524,-3.65054926,functional
35702,30.51958568,-5.59396458,non functional
35703,36.58134474,-3.37741278,functional
35704,37.10904065,-6.69539994,functional
35705,32.26081691,-4.68091253,non functional
35706,32.79909718,-5.01832474,functional
35707,29.97307712,-4.47172536,functional
35708,39.63649177,-10.04939568,non functional
35709,37.15697779,-3.22148493,functional
35710,36.84666482,-3.33632845,non functional
35711,32.88705068,-8.82388871,non functional
35712,36.26549532,-7.6299055,non functional
35713,37.86048559,-4.33724581,non functional
35714,33.06532187,-8.99299499,non functional
35715,38.66026484,-4.75892109,functional
35716,31.6252998,-1.2300393,functional needs repair
35717,37.48619243,-3.32910697,functional
35718,33.69237723,-9.51764849,functional
35719,36.17206876,-5.69850671,non functional
35720,38.99618401,-9.90720056,functional
35721,34.95210737,-9.86641601,functional
35722,39.6740002,-10.75743135,non functional
35723,34.8338186,-10.98595784,non functional
35724,36.28367955,-6.64587073,functional
35725,29.74489726,-4.74358543,functional needs repair
35726,33.67105491,-9.36528368,functional
35727,33.85255466,-9.65195422,non functional
35728,33.30790863,-4.5408068,functional
35729,35.49338613,-7.70329189,non functional
35730,37.62684315,-3.26555427,functional
35731,33.78839097,-9.11713818,functional
35732,34.72177318,-2.38237157,functional
35733,36.01922934,-8.83152256,functional
35734,37.46950915,-3.3852016000000003,functional
35735,34.38856619,-9.28902884,non functional
35736,38.82269299,-5.17930975,functional
35737,39.05400053,-5.05132341,non functional
35738,33.49733247,-2.12234919,non functional
35739,35.88925876,-6.16733526,functional
35740,38.80040929,-5.18098518,functional
35741,33.48015939,-3.01551213,functional
35742,37.43073275,-6.91877402,non functional
35743,31.43485518,-7.85166175,non functional
35744,30.26154046,-4.05991932,non functional
35745,36.90581953,-3.40723128,non functional
35746,37.44423394,-3.43369368,functional
35747,33.70795824,-9.56861857,functional
35748,32.23243326,-5.09319089,non functional
35749,38.76555834,-10.37796179,non functional
35750,34.62690542,-10.36085133,functional
35751,36.26649169,-7.63106554,non functional
35752,35.21806638,-8.406845800000001,functional
35753,39.39581587,-6.87486489,non functional
35754,35.50713839,-8.34707785,functional
35755,35.49606681,-4.44374404,functional
35756,33.30049342,-2.95436099,non functional
35757,33.34351006,-3.05140008,functional
35758,36.99695941,-7.59880906,functional
35759,34.077426692028794,-5.706032659626431,functional
35760,34.74750178,-4.08970614,functional
35761,33.19537479,-3.8716758,non functional
35762,37.069562100000006,-11.33767408,functional
35763,30.97712187,-1.68722919,functional
35764,33.61756515,-9.04203734,functional
35765,37.62841347,-3.74889492,non functional
35766,31.22395068,-2.8694485,non functional
35767,30.78065953,-3.52275878,functional
35768,32.10955752,-3.61241346,non functional
35769,35.28199481,-8.19415865,functional
35770,38.98862846,-6.77344508,functional
35771,33.81344909,-9.12058448,functional needs repair
35772,34.67317798,-1.83905349,functional
35773,38.55205679,-4.950003700000001,functional needs repair
35774,38.44194582,-10.93170868,non functional
35775,37.32715537,-3.29640451,functional
35776,34.93904842,-5.706032659626431,functional
35777,34.61832933,-4.56043212,functional
35778,34.83241942,-8.78819972,functional
35779,39.6607376,-7.91152607,non functional
35780,36.84671482,-3.38315261,functional
35781,37.81072384,-6.91682211,functional
35782,37.91689279,-4.15117245,functional needs repair
35783,39.18285042,-10.72504213,functional
35784,30.734654700000004,-3.59562224,functional
35785,39.17330859,-8.53211558,non functional
35786,38.83830174,-4.77414072,functional
35787,29.74318039,-4.60601546,functional
35788,35.51671949,-4.30268801,non functional
35789,37.31419087,-3.22578096,functional needs repair
35790,37.13700358,-3.3366211000000003,non functional
35791,39.16687128,-6.89597787,functional
35792,29.74477034,-4.75045406,functional
35793,38.96242361,-5.24445199,non functional
35794,34.70004709,-4.52665944,functional
35795,35.03715171,-9.42588296,functional
35796,36.36715732,-5.0015591,functional
35797,34.51248299,-1.52278077,non functional
35798,37.03605984,-3.24846041,functional
35799,31.76804788,-3.02807059,functional
35800,34.73724345,-9.71160239,functional
35801,37.42568466,-3.33431925,non functional
35802,35.7464199,-6.68649057,functional
35803,37.43242761,-5.92221172,non functional
35804,31.5388203,-2.7737971000000003,non functional
35805,33.25830972,-2.67127632,functional
35806,34.92011242,-4.48589783,functional
35807,37.80934324,-6.8350895000000005,functional
35808,30.2211531,-4.33625332,non functional
35809,38.74533842,-7.88318154,non functional
35810,36.70096569,-8.08563429,functional
35811,37.04862252,-3.2495454,functional
35812,34.22330229,-9.32857787,functional
35813,36.196448,-2.6126934,non functional
35814,37.29602085,-3.23177569,non functional
35815,33.38804776,-9.53032888,functional
35816,36.30923406,-3.76172315,functional
35817,34.54169185,-9.32405422,functional
35818,32.79143927,-5.79091789,non functional
35819,35.68439459,-8.06823995,functional
35820,34.63377625,-8.85010945,functional
35821,37.70239447,-3.59332641,functional needs repair
35822,34.077426692028794,-5.706032659626431,functional
35823,39.1972984,-8.38571558,non functional
35824,35.74651902,-6.33433717,non functional
35825,31.51723541,-1.61870446,non functional
35826,35.81844212,-5.95625031,functional
35827,37.28309205,-3.26881255,functional
35828,34.62555863,-8.87284721,functional
35829,36.63997046,-3.3249301,non functional
35830,32.27898641,-3.37886278,functional
35831,38.27009865,-4.549728900000001,non functional
35832,34.077426692028794,-5.706032659626431,functional
35833,36.69931386,-3.33968347,non functional
35834,33.10158658,-8.96554186,functional needs repair
35835,30.01745497,-4.81766734,functional
35836,32.11127455,-2.44330785,functional
35837,29.65985519,-4.74933129,functional
35838,34.58146536,-4.09797964,non functional
35839,38.38111881,-4.830015599999999,non functional
35840,33.7348596,-9.50785419,functional
35841,38.36478145,-5.0362137,non functional
35842,31.34314578,-6.4333828,non functional
35843,36.69535636,-3.34172826,non functional
35844,35.87866927,-2.14013416,functional needs repair
35845,30.04856612,-4.70966404,functional needs repair
35846,36.55246522,-3.3750305,functional
35847,34.67669005,-8.83734118,functional needs repair
35848,33.23263591,-3.83831634,non functional
35849,34.88444636,-4.88072986,functional
35850,29.74419764,-4.72836112,non functional
35851,34.68759639,-8.99752148,non functional
35852,31.05239978,-7.371533400000001,functional
35853,32.42902445,-2.58053537,functional
35854,38.81419857,-4.80964283,functional
35855,39.29624779,-6.97735655,functional
35856,39.17220207,-4.76527964,non functional
35857,33.49111231,-9.52589113,functional
35858,29.96691763,-4.83932794,non functional
35859,30.25417082,-4.53004463,functional
35860,30.32556427,-5.69749504,non functional
35861,34.358524100000004,-4.62972934,non functional
35862,37.61239674,-6.137727,functional
35863,39.42442573,-10.35840796,functional
35864,38.78741561,-5.30952766,functional
35865,30.47469394,-3.707380600000001,non functional
35866,32.95353928,-5.88666438,non functional
35867,35.53429467,-10.82209628,non functional
35868,38.38197617,-4.8289914000000005,functional
35869,39.41225273,-6.86452118,non functional
35870,34.55375429,-9.38114242,functional
35871,35.89124466,-4.27669768,functional
35872,37.58766632,-3.26344609,functional
35873,31.15306952,-6.2388721,non functional
35874,38.38913889,-6.34064532,functional
35875,33.58986241,-9.22681084,functional
35876,30.87806589,-3.19177269,functional
35877,36.41452189,-8.66247317,functional
35878,36.90238049,-3.2575938,functional
35879,31.55768702,-2.01290754,non functional
35880,37.59389625,-3.03202014,non functional
35881,37.60653884,-3.23313834,functional
35882,35.32524751,-10.41286716,non functional
35883,32.77351295,-9.10147176,non functional
35884,32.59931894,-3.71777386,functional
35885,37.91076275,-4.49779786,functional
35886,37.20569753,-5.96388799,non functional
35887,34.15579611,-1.61141974,non functional
35888,34.077426692028794,-5.706032659626431,non functional
35889,34.71266519,-8.74958136,functional
35890,36.96100133,-11.3079911,functional needs repair
35891,35.15218947,-8.58934006,non functional
35892,32.19701166,-3.4187842000000006,functional
35893,32.9820255,-4.08739147,non functional
35894,35.93388954,-10.61029333,functional
35895,39.18481563,-7.45283445,non functional
35896,36.96159734,-3.35434271,non functional
35897,33.78941775,-9.55730303,non functional
35898,38.97114261,-5.41949177,non functional
35899,37.60706898,-3.37697851,functional
35900,29.73259966,-4.80026484,functional needs repair
35901,35.72259402,-8.09876691,functional
35902,30.49657197,-2.90178504,functional
35903,31.38620433,-1.42179598,functional
35904,35.46333605,-8.04318263,non functional
35905,31.11382547,-7.36556388,non functional
35906,34.28245854,-1.69103857,non functional
35907,33.65925991,-9.3201214,functional
35908,36.92020806,-7.44762526,functional
35909,32.83930681,-4.87507991,non functional
35910,36.01995649,-10.73295561,non functional
35911,34.86480804,-4.96592055,functional
35912,34.292993700000004,-8.69788026,non functional
35913,39.11642428,-10.91104484,non functional
35914,30.96917732,-3.27728559,non functional
35915,36.77964404,-3.44262466,functional
35916,33.43100809,-4.37890496,functional
35917,39.72235286,-7.96902853,functional
35918,37.50546843,-3.29949587,non functional
35919,37.20560767,-3.23029816,functional
35920,34.077426692028794,-5.706032659626431,non functional
35921,35.35615311,-9.8931552,functional
35922,35.30784937,-6.31323826,non functional
35923,33.94333714,-1.43811763,non functional
35924,33.11067347,-2.57846013,non functional
35925,34.077426692028794,-5.706032659626431,non functional
35926,38.6804704,-5.17848776,functional
35927,38.28195923,-4.88923579,functional
35928,30.03586182,-4.77822963,functional
35929,36.46895338,-6.74984219,functional needs repair
35930,34.0041461,-1.80114797,non functional
35931,33.29905363,-3.06409508,functional
35932,36.7909619,-2.55077003,functional
35933,31.69289399,-2.52750449,non functional
35934,33.31899769,-2.96475708,non functional
35935,35.33177897,-1.82296016,functional needs repair
35936,33.2813222,-9.09158304,functional
35937,34.077426692028794,-5.706032659626431,non functional
35938,34.96058829,-8.86920793,functional
35939,38.69030178,-5.12689144,functional
35940,35.97038276,-6.67906689,functional
35941,37.13686905,-6.78706347,functional
35942,35.44627903,-10.65877294,functional
35943,32.47325161,-9.12218215,functional
35944,32.65395441,-3.93314017,functional
35945,34.68436762,-5.06195823,functional
35946,36.23570411,-5.00520209,non functional
35947,32.74870725,-4.2148463,functional
35948,39.35479263,-8.60803986,functional
35949,34.02508876,-8.85495047,non functional
35950,35.11407199,-7.81408849,functional
35951,33.91104343,-8.7534913,non functional
35952,34.077426692028794,-5.706032659626431,functional
35953,36.92254158,-5.97574872,non functional
35954,36.95682922,-7.69427749,functional
35955,32.48744193,-9.09448119,non functional
35956,32.70777559,-2.51081467,functional
35957,37.73098105,-3.95254983,functional
35958,29.78375309,-4.98756544,functional needs repair
35959,38.66363897,-5.80574551,non functional
35960,38.30983717,-6.51870173,functional
35961,37.35522882,-3.41569542,functional
35962,32.17972769,-4.22074571,functional
35963,32.89690444,-3.24804799,functional
35964,36.48223059,-2.53882178,non functional
35965,36.92120975,-7.45457707,non functional
35966,34.63972072,-9.10911994,non functional
35967,31.17068772,-1.55015836,non functional
35968,32.69727012,-5.175411,non functional
35969,35.37218286,-5.73342298,functional
35970,32.08304669,-5.02778982,functional
35971,32.54424653,-3.77669224,functional
35972,37.19409583,-3.23378952,functional
35973,34.56815845,-8.90957726,functional
35974,34.66933445,-9.2489079,functional
35975,37.79582818,-7.12182016,functional
35976,33.31765846,-4.84469482,functional
35977,39.10436798,-10.77857505,non functional
35978,34.40316223,-1.78681041,non functional
35979,33.80861934,-9.18297857,functional
35980,35.5167042,-10.82459054,functional needs repair
35981,30.48215791,-5.71620543,non functional
35982,30.65893342,-3.53365834,non functional
35983,40.28015292,-10.53987002,functional
35984,36.96600718,-6.05293552,non functional
35985,33.85829115,-1.97465969,functional
35986,34.01322504,-8.85011288,non functional
35987,35.88554225,-2.63163848,functional
35988,39.04770856,-10.57394872,non functional
35989,36.70681492,-6.64219386,non functional
35990,35.10311242,-8.25070357,functional
35991,38.35496642,-6.63923922,functional
35992,35.28759499,-9.76319887,functional
35993,33.72491163,-4.21523654,non functional
35994,33.6395296,-3.16886969,non functional
35995,34.077426692028794,-5.706032659626431,functional
35996,37.81111064,-6.91137481,functional
35997,34.20944798,-9.44679497,functional
35998,37.16382047,-3.1868176,functional
35999,35.79349873,-8.79435138,non functional
36000,34.077426692028794,-5.706032659626431,functional
36001,32.7442223,-4.93142658,non functional
36002,31.74446096,-8.53494968,functional
36003,32.77991416,-8.98118848,non functional
36004,30.47945021,-5.61278421,functional
36005,37.98623516,-7.23230373,functional
36006,36.6769359,-8.40921352,functional
36007,34.077426692028794,-5.706032659626431,functional needs repair
36008,38.98583882,-7.39794673,functional
36009,32.99720365,-8.92620367,non functional
36010,33.61829029,-2.74063436,non functional
36011,38.86987625,-6.73404667,functional
36012,31.21568027,-8.4228399,functional
36013,36.39940432,-8.14990976,non functional
36014,31.32170705,-7.648447,functional
36015,34.077426692028794,-5.706032659626431,functional
36016,32.41596944,-3.52869803,non functional
36017,35.89447295,-4.15785672,functional
36018,33.21468957,-4.02543989,functional
36019,36.82088214,-10.60770903,non functional
36020,34.10306498,-9.22001911,functional
36021,35.62211532,-2.05094389,non functional
36022,37.54829375,-6.25092755,non functional
36023,33.6602742,-2.68261216,non functional
36024,34.34287689,-4.35040852,non functional
36025,38.77343584,-4.75793741,functional
36026,34.39399205,-1.78722924,non functional
36027,39.77746351,-10.74002041,non functional
36028,34.00805857,-3.85849427,functional needs repair
36029,35.87930651,-10.23650115,non functional
36030,37.58882003,-3.03189282,non functional
36031,36.25689504,-6.96435438,non functional
36032,36.90046447,-3.11202165,functional
36033,38.25242128,-4.6564041,non functional
36034,37.91900788,-4.15308209,functional needs repair
36035,33.25544578,-2.79639958,non functional
36036,31.5474811,-1.56354561,functional needs repair
36037,30.59599777,-2.74268421,functional
36038,37.48843449,-3.30955846,functional
36039,40.1771553,-10.48400333,non functional
36040,39.73297836,-10.55147272,functional
36041,35.85138478,-10.61200844,functional
36042,34.11120939,-3.10988975,functional
36043,30.81827029,-1.28975676,functional
36044,33.66224234,-3.17573867,functional
36045,30.60698872,-2.61784269,functional
36046,35.55305169,-4.29906739,non functional
36047,38.65614932,-10.28050875,non functional
36048,33.84615632,-3.68007224,functional
36049,38.70490131,-4.98059959,functional
36050,36.68572092,-8.14535124,functional
36051,34.83625239,-4.52840786,functional
36052,37.26088328,-11.17374378,non functional
36053,29.72812047,-4.85016442,functional needs repair
36054,35.99212239,-6.23389108,non functional
36055,34.08583137,-1.77479548,non functional
36056,34.970605299999995,-5.87671044,functional needs repair
36057,38.70016871,-10.90284261,non functional
36058,33.70064959,-3.29169018,functional
36059,32.62113849,-5.44951252,non functional
36060,35.80443556,-4.44338784,functional needs repair
36061,33.5926129,-3.71900296,non functional
36062,36.06225251,-7.28627513,functional
36063,38.89462389,-6.44429178,functional
36064,34.15689785,-8.83866666,functional
36065,36.52800648,-3.39378768,functional
36066,37.45092732,-11.14310034,non functional
36067,32.98974139,-3.05111989,non functional
36068,30.65373378,-2.50924744,non functional
36069,34.077426692028794,-5.706032659626431,non functional
36070,33.51663613,-4.6979992,functional
36071,33.65233633,-9.34916647,functional needs repair
36072,34.8097685,-9.03960649,functional
36073,34.98380235,-10.98627178,functional
36074,33.56972697,-9.24696116,functional
36075,36.73390871,-7.348610300000001,functional
36076,37.94533643,-9.67155947,non functional
36077,34.63289537,-1.87371992,functional
36078,31.05360808,-7.48447531,non functional
36079,35.94556558,-8.51260992,functional
36080,33.10996207,-4.8202509,functional
36081,30.10627921,-4.59288237,functional
36082,35.00176297,-5.66206212,functional
36083,37.0745786,-2.99576654,functional
36084,36.69706315,-8.11005873,functional
36085,38.42432736,-5.16946189,non functional
36086,33.45878478,-2.72843596,functional
36087,34.505050399999995,-9.89174199,functional
36088,37.28535193,-3.22897444,non functional
36089,32.94540163,-3.90091333,functional
36090,36.65185264,-8.14265908,functional
36091,38.77107881,-5.16138763,functional
36092,33.14267268,-3.8728832,functional
36093,30.10707318,-4.37918036,functional needs repair
36094,33.53138718,-2.97330601,functional needs repair
36095,38.75025018,-7.99182301,functional
36096,35.38104912,-4.070829,non functional
36097,37.13382787,-3.21439201,functional
36098,34.077426692028794,-5.706032659626431,non functional
36099,38.75944232,-7.99254449,non functional
36100,34.73364335,-4.75233902,functional
36101,37.22377865,-3.20897052,functional
36102,30.612162100000003,-2.48770416,non functional
36103,30.60384843,-4.49648893,functional
36104,31.36186858,-8.248169599999999,non functional
36105,36.91583368,-3.23588392,non functional
36106,37.41192932,-3.31815415,functional
36107,33.99102417,-9.27020478,functional
36108,37.65981765,-3.71204307,non functional
36109,33.02373599,-1.87435724,functional
36110,39.09997675,-6.95466994,functional
36111,37.37281706,-3.27021572,non functional
36112,36.21586398,-10.26095243,non functional
36113,30.7166721,-2.741466,functional
36114,33.49345519,-3.62223289,functional
36115,32.26124762,-4.02741501,non functional
36116,30.62364257,-2.44837121,functional
36117,30.68606771,-3.62244499,functional
36118,38.65556813,-10.65266999,non functional
36119,31.15675813,-1.45067756,functional
36120,30.10677386,-4.36485579,functional
36121,33.28486514,-2.57387522,functional
36122,32.78855509,-2.57364505,functional
36123,31.60164866,-1.75796236,non functional
36124,38.82340107,-5.23747022,non functional
36125,29.87166995,-4.60024824,functional
36126,34.78641644,-8.95615873,functional
36127,37.3578409,-3.29024675,non functional
36128,32.56843658,-3.41938222,functional
36129,35.69047713,-5.92027814,non functional
36130,37.25953929,-3.21337429,functional
36131,39.59132469,-10.9066013,non functional
36132,33.81319755,-9.47660713,non functional
36133,33.00766956,-2.04440785,non functional
36134,36.44545637,-5.99182558,non functional
36135,31.41896273,-1.23873361,non functional
36136,39.09280413,-6.98019707,functional
36137,37.07122707,-3.46864661,non functional
36138,34.13502487,-3.07081706,functional
36139,33.22769875,-3.67047783,functional
36140,36.86135401,-6.26053046,functional
36141,33.99882251,-9.46451015,non functional
36142,33.51431107,-2.97674405,functional
36143,32.65692782,-8.80372657,non functional
36144,30.57379577,-2.58592623,non functional
36145,36.78491013,-2.55348657,functional
36146,33.8720091,-9.484310699999998,functional
36147,33.81148742,-9.11896544,functional
36148,34.57025801,-9.26820765,functional
36149,30.05746238,-4.89868077,non functional
36150,36.68465709,-8.13438503,functional
36151,33.56573858,-1.78903639,functional
36152,37.62284527,-3.78453427,functional
36153,33.36790595,-3.76735522,non functional
36154,38.86518922,-6.76125984,functional
36155,30.24898397,-4.62857022,functional
36156,38.33597549,-4.7462426,functional needs repair
36157,39.53303845,-7.07330677,functional
36158,35.57829506,-2.24620939,functional
36159,37.14134552,-6.78553513,functional needs repair
36160,36.69254058,-3.47503858,functional needs repair
36161,31.37523076,-8.25753056,functional
36162,29.64647815,-4.80804202,functional
36163,34.67813158,-9.26409504,functional
36164,36.9854292,-3.35048935,non functional
36165,34.01829172,-1.90330761,non functional
36166,31.13118852,-1.81996285,functional
36167,39.06756435,-7.6227402,non functional
36168,35.29458745,-8.14543437,functional
36169,33.49102872,-3.66433993,non functional
36170,34.64587403,-9.24362412,functional
36171,36.92652267,-6.09633078,functional
36172,36.40303644,-8.67857101,functional
36173,34.077426692028794,-5.706032659626431,functional needs repair
36174,33.50011525,-3.07777365,functional
36175,36.79053839,-3.4595289,non functional
36176,36.83310417,-3.32112103,functional
36177,39.08633554,-4.85262458,functional
36178,35.61523401,-9.02934874,non functional
